Origin	MAIN_ID	OTYPE	RA	DEC	COO_ERR_MAJA	COO_ERR_MINA	COO_ERR_ANGLE	PMRA	PMDEC	B	V	R	J	H	K	SP_TYPE	GALDIM_MAJAXIS	GALDIM_MINAXIS	GALDIM_ANGLE	BIBLIST
Simbad	Cl* NGC 2682    MMJ    5772	*inCl	08 51 25.04	+11 41 17.8	 	 	 	 	 	20.642	19.693	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5784	*inCl	08 51 24.82	+11 51 49.4	 	 	 	 	 	20.712	19.187	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5786	*inCl	08 51 25.70	+11 40 57.0	 	 	 	 	 	21.919	20.147	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5789	*inCl	08 51 25.94	+11 38 59.1	 	 	 	 	 	18.548	17.908	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5796	*inCl	08 51 26.19	+11 43 24.8	 	 	 	 	 	18.947	18.083	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5799	*inCl	08 51 26.45	+11 40 47.4	 	 	 	 	 	17.29	16.628	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5801	*inCl	08 51 26.72	+11 37 23.2	 	 	 	 	 	21.541	20.757	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5802	*inCl	08 51 25.48	+11 55 38.9	 	 	 	 	 	19.381	17.941	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5806	*inCl	08 51 26.45	+11 43 56.9	 	 	 	 	 	18.625	18.036	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5811	*inCl	08 51 26.85	+11 42 23.5	 	 	 	 	 	19.7	18.231	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5814	*inCl	08 51 26.10	+11 57 51.5	 	 	 	 	 	17.308	16.723	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5817	*inCl	08 51 27.27	+11 41 58.9	 	 	 	 	 	17.217	16.623	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5818	*inCl	08 51 27.51	+11 39 59.5	 	 	 	 	 	20.908	20.211	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5819	*inCl	08 51 26.55	+11 57 09.4	 	 	 	 	 	15.272	14.46	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5823	*inCl	08 51 27.95	+11 40 03.2	 	 	 	 	 	19.395	17.957	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5824	*inCl	08 51 28.05	+11 42 35.0	 	 	 	 	 	20.263	18.589	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5827	*inCl	08 51 28.40	+11 41 55.7	 	 	 	 	 	18.261	16.981	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5836	*inCl	08 51 27.67	+11 57 30.4	 	 	 	 	 	16.667	15.797	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5839	*inCl	08 51 28.07	+11 53 19.8	 	 	 	 	 	17.8	16.666	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5840	*inCl	08 51 27.92	+11 57 36.1	 	 	 	 	 	20.33	19.669	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5892	*inCl	08 51 30.46	+11 54 02.6	 	 	 	 	 	20.717	19.72	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6120	*inCl	08 51 45.03	+11 51 54.1	 	 	 	 	 	20.935	19.964	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682     ES    2046	*inCl	08 51 58.11	+11 48 16.0	 	 	 	 	 	17.111	16.054	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682     ES    4074	*inCl	08 50 56.4	+11 51 29	 	 	 	 	 	14.73	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682      H       9	*inCl	08 51 34.84	+11 50 46.6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682   SAND     818	*inCl	08 50 54.0695	+11 56 48.125	 	 	 	 	 	15.75	14.48	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    YBP    1424	*inCl	08 51 33.654	+11 51 44.97	 	 	 	 	 	13.825	13.203	 	 	 	 	 	 	 	 	1
Simbad	NGC  2682   701	*inCl	08 51 32.4	+11 50 40	3000	3000	6	 	 	 	12.3	 	 	 	 	 	 	 	 	0
Simbad	NGC  2682   107	*inCl	08 51 17	+11 46.0	 	 	 	 	 	14.51	13.92	 	 	 	 	 	 	 	 	0
Simbad	Cl* NGC 2682    MUR      89	*inCl	08 51 17	+11 42.6	 	 	 	 	 	15.27	14.54	 	 	 	 	 	 	 	 	0
Simbad	BD+12  1926	RGB*	08 51 29.907	+11 47 16.85	44	36	0	-5.53	-6.77	10.91	9.63	 	7.314	6.681	6.489	K3III	 	 	 	91
Simbad	2MASS J08511710+1148160	RGB*	08 51 17.102	+11 48 16.19	68	56	0	-9	-7.7	11.57	10.31	9.885	8.14	7.526	7.385	K2III	 	 	 	86
Simbad	2MASS J08512280+1148016	RGB*	08 51 22.807	+11 48 01.77	66	53	0	-8.8	-5.7	11.59	10.48	 	8.56	8.075	7.942	K2	 	 	 	86
Simbad	NSV  4275	RGB*	08 51 17.485	+11 45 22.69	48	40	0	-7	-5.9	11.084	9.711	 	7.325	6.683	6.494	K4III	 	 	 	79
Simbad	2MASS J08512898+1150330	RGB*	08 51 28.991	+11 50 33.10	60	50	0	-9.4	-5.4	11.3	10.4	 	8.566	8.072	7.958	K1III	 	 	 	70
Simbad	2MASS J08514355+1144264	RGB*	08 51 43.558	+11 44 26.41	73	54	0	-9	-6.9	11.6	10.5	 	8.838	8.294	8.163	K1III	 	 	 	64
Simbad	2MASS J08511269+1152423	RGB*	08 51 12.697	+11 52 42.44	72	62	0	-8.1	-5.2	11.4	10.4	 	8.65	8.122	7.976	G8III	 	 	 	63
Simbad	2MASS J08512156+1146061	RGB*	08 51 21.565	+11 46 06.20	17	15	0	-6.7	-6.2	12.5	11.44	 	9.602	9.085	8.947	K2III	 	 	 	58
Simbad	2MASS J08514507+1147459	RGB*	08 51 45.071	+11 47 45.94	108	80	0	-8.2	-7.9	12.55	11.5	 	9.684	9.183	9.045	K0	 	 	 	52
Simbad	2MASS J08512618+1153520	RGB*	08 51 26.181	+11 53 51.96	65	53	0	-8.8	-6.2	11.5	10.5	 	8.619	8.113	7.96	G8III	 	 	 	52
Simbad	2MASS J08515020+1146069	RGB*	08 51 50.200	+11 46 06.92	65	51	0	-8.1	-6.9	11.5	10.7	 	9.124	8.661	8.554	G8III-IV	 	 	 	49
Simbad	2MASS J08513577+1153347	RGB*	08 51 35.779	+11 53 34.70	15	15	0	-9.9	-6.2	13.28	12.27	11.9	10.522	10.023	9.941	K0IV	 	 	 	43
Simbad	2MASS J08514235+1151230	RGB*	08 51 42.361	+11 51 23.12	114	86	97	-8.3	-6.1	12.405	11.32	 	9.403	8.854	8.762	K0	 	 	 	36
Simbad	2MASS J08513938+1151456	RGB*	08 51 39.383	+11 51 45.32	112	85	0	-7.5	-4.9	13.18	12.16	 	10.383	9.889	9.795	K0III	 	 	 	25
Simbad	2MASS J08514234+1150076	RGB*	08 51 42.314	+11 50 07.82	125	93	0	-5.5	-6.6	12.68	11.63	 	9.829	9.339	9.187	 	 	 	 	23
Simbad	2MASS J08513044+1148582	RGB*	08 51 30.450	+11 48 58.27	110	110	0	 	 	13.12	12.11	 	 	 	9.689	F8	 	 	 	17
Simbad	LB  6339	WD*	08 51 19.93	+11 48 40.9	 	 	 	 	 	18.6	19.02	 	 	 	 	DA	 	 	 	8
Simbad	LB  3600	WD*	08 51 34.89	+11 42 17.9	 	 	 	 	 	19.56	19.66	 	 	 	 	DB	 	 	 	5
