Origin	MAIN_ID	OTYPE	RA	DEC	COO_ERR_MAJA	COO_ERR_MINA	COO_ERR_ANGLE	PMRA	PMDEC	B	V	R	J	H	K	SP_TYPE	GALDIM_MAJAXIS	GALDIM_MINAXIS	GALDIM_ANGLE	BIBLIST
Simbad	Cl* NGC 2682    MMJ    6096	*inCl	08 51 42.62	+11 56 05.3	 	 	 	 	 	16.894	15.914	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6097	*inCl	08 51 43.49	+11 43 11.6	 	 	 	 	 	21.622	20.907	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6100	*inCl	08 51 42.79	+11 54 40.0	 	 	 	 	 	18.679	17.371	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6101	*inCl	08 51 43.15	+11 51 02.3	 	 	 	 	 	19.159	17.69	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6105	*inCl	08 51 43.80	+11 46 56.1	 	 	 	 	 	20.932	19.922	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6113	*inCl	08 51 44.47	+11 49 45.3	 	 	 	 	 	20.686	20.205	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6115	*inCl	08 51 44.87	+11 46 31.1	 	 	 	 	 	19.781	18.302	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6118	*inCl	08 51 45.54	+11 42 10.7	 	 	 	 	 	17.743	17.118	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6123	*inCl	08 51 45.14	+11 52 33.6	 	 	 	 	 	16.756	15.915	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6124	*inCl	08 51 46.16	+11 40 28.9	 	 	 	 	 	21.184	20.695	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6128	*inCl	08 51 45.49	+11 54 35.5	 	 	 	 	 	20.32	18.72	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6129	*inCl	08 51 45.71	+11 53 54.6	 	 	 	 	 	18.275	16.929	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682     ES    2064	*inCl	08 51 46.66	+11 42 45.4	 	 	 	 	 	18.029	16.784	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6136	*inCl	08 51 46.09	+11 53 40.4	 	 	 	 	 	19.226	17.872	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6138	*inCl	08 51 46.92	+11 45 12.5	 	 	 	 	 	20.092	18.557	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6143	*inCl	08 51 47.82	+11 40 35.9	 	 	 	 	 	21.552	20.218	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6145	*inCl	08 51 47.44	+11 50 37.1	 	 	 	 	 	19.875	18.556	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6146	*inCl	08 51 47.76	+11 48 41.6	 	 	 	 	 	21	19.62	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6147	*inCl	08 51 48.11	+11 44 46.0	 	 	 	 	 	20.587	19.245	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6148	*inCl	08 51 48.22	+11 43 19.1	 	 	 	 	 	19.401	18.119	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6150	*inCl	08 51 47.97	+11 52 02.6	 	 	 	 	 	20.263	18.715	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6151	*inCl	08 51 48.01	+11 51 43.6	 	 	 	 	 	20.619	20.034	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6152	*inCl	08 51 48.58	+11 43 31.8	 	 	 	 	 	18.455	17.181	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6154	*inCl	08 51 47.81	+11 55 18.5	 	 	 	 	 	19.954	19.234	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6164	*inCl	08 51 49.21	+11 47 09.8	 	 	 	 	 	18.135	17.255	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6165	*inCl	08 51 49.16	+11 48 44.3	 	 	 	 	 	21.176	20.862	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6170	*inCl	08 51 49.83	+11 43 09.4	 	 	 	 	 	20.034	18.535	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6178	*inCl	08 51 49.68	+11 55 32.6	 	 	 	 	 	20.273	18.813	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6182	*inCl	08 51 50.02	+11 54 13.6	 	 	 	 	 	21.036	20.076	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6183	*inCl	08 51 49.98	+11 55 18.5	 	 	 	 	 	19.043	18.355	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6187	*inCl	08 51 51.07	+11 44 28.8	 	 	 	 	 	18.55	17.219	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6188	*inCl	08 51 50.60	+11 51 31.5	 	 	 	 	 	16.363	15.714	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682     ES    2040	*inCl	08 51 51.01	+11 47 46.6	 	 	 	 	 	17.081	15.896	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682     ES    3055	*inCl	08 51 50.91	+11 52 08.7	 	 	 	 	 	16.801	15.843	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6197	*inCl	08 51 51.22	+11 48 29.5	 	 	 	 	 	22.071	20.379	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6201	*inCl	08 51 51.31	+11 51 16.0	 	 	 	 	 	18.359	17.815	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6202	*inCl	08 51 51.53	+11 50 27.0	 	 	 	 	 	21.143	20.269	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6207	*inCl	08 51 52.42	+11 45 51.7	 	 	 	 	 	20.201	18.666	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6208	*inCl	08 51 52.03	+11 53 45.5	 	 	 	 	 	22.01	20.258	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6214	*inCl	08 51 52.91	+11 44 08.0	 	 	 	 	 	16.544	15.677	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6215	*inCl	08 51 52.59	+11 49 19.4	 	 	 	 	 	18.735	17.23	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682     ES    2049	*inCl	08 51 52.92	+11 46 36.0	 	 	 	 	 	17.08	15.975	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6219	*inCl	08 51 53.07	+11 46 35.0	 	 	 	 	 	21.048	20.482	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6221	*inCl	08 51 52.78	+11 52 11.4	 	 	 	 	 	19.455	18.024	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682     ES    3056	*inCl	08 51 53.19	+11 49 47.5	 	 	 	 	 	17.035	16.074	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6226	*inCl	08 51 53.29	+11 50 58.4	 	 	 	 	 	19.559	18.089	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682     ES    2061	*inCl	08 51 54.00	+11 43 28.2	 	 	 	 	 	17.244	16.251	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6233	*inCl	08 51 54.06	+11 47 12.4	 	 	 	 	 	20.315	18.74	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6240	*inCl	08 51 54.38	+11 51 08.4	 	 	 	 	 	21.842	20.731	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6246	*inCl	08 51 55.30	+11 42 46.4	 	 	 	 	 	21.159	19.511	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682     ES    3064	*inCl	08 51 54.98	+11 53 06.1	 	 	 	 	 	16.679	15.752	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682     ES    2062	*inCl	08 51 55.68	+11 43 40.1	 	 	 	 	 	17.109	16.095	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6253	*inCl	08 51 55.69	+11 46 43.2	 	 	 	 	 	20.374	18.817	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6256	*inCl	08 51 56.13	+11 46 01.4	 	 	 	 	 	22.218	21.038	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6258	*inCl	08 51 56.60	+11 43 01.2	 	 	 	 	 	21.608	20.01	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682     ES    3068	*inCl	08 51 56.13	+11 53 48.8	 	 	 	 	 	16.53	15.584	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6264	*inCl	08 51 56.09	+11 53 48.1	 	 	 	 	 	20.567	19.727	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6270	*inCl	08 51 56.77	+11 46 54.6	 	 	 	 	 	17.824	16.648	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6276	*inCl	08 51 57.60	+11 48 50.1	 	 	 	 	 	20.22	18.78	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6277	*inCl	08 51 57.98	+11 43 38.3	 	 	 	 	 	19.289	17.84	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6287	*inCl	08 51 58.15	+11 48 23.3	 	 	 	 	 	19.442	18.955	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6288	*inCl	08 51 58.03	+11 50 37.7	 	 	 	 	 	21.473	19.823	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6295	*inCl	08 51 58.50	+11 47 59.7	 	 	 	 	 	20.781	19.789	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6296	*inCl	08 51 58.84	+11 43 49.0	 	 	 	 	 	20.097	18.706	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6297	*inCl	08 51 58.84	+11 44 12.3	 	 	 	 	 	19.794	18.627	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6299	*inCl	08 51 58.95	+11 43 49.6	 	 	 	 	 	17.654	16.735	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6300	*inCl	08 51 58.77	+11 48 33.9	 	 	 	 	 	18.774	17.685	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6301	*inCl	08 51 59.07	+11 44 07.8	 	 	 	 	 	17.43	16.69	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682     ES    2047	*inCl	08 51 58.81	+11 48 14.8	 	 	 	 	 	16.421	15.53	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6304	*inCl	08 51 58.92	+11 46 52.1	 	 	 	 	 	19.759	19.493	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6305	*inCl	08 51 58.61	+11 52 15.3	 	 	 	 	 	16.083	15.24	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6308	*inCl	08 51 58.84	+11 50 49.9	 	 	 	 	 	20.791	19.524	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6310	*inCl	08 51 59.11	+11 49 09.9	 	 	 	 	 	20.455	19.811	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6315	*inCl	08 51 59.95	+11 50 34.6	 	 	 	 	 	19.563	18.067	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6316	*inCl	08 52 00.38	+11 48 13.5	 	 	 	 	 	18.333	17.461	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    6326	*inCl	08 52 01.51	+11 47 34.3	 	 	 	 	 	21.637	19.817	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5039	*inCl	08 50 33.27	+11 49 02.4	 	 	 	 	 	15.078	14.422	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5040	*inCl	08 50 33.55	+11 48 32.3	 	 	 	 	 	20.633	19.561	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5046	*inCl	08 50 34.28	+11 46 34.3	 	 	 	 	 	19.887	18.491	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5047	*inCl	08 50 34.63	+11 45 23.9	 	 	 	 	 	16.51	15.65	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5049	*inCl	08 50 34.92	+11 44 55.5	 	 	 	 	 	21.713	20.215	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5055	*inCl	08 50 35.17	+11 50 35.0	 	 	 	 	 	20.433	20.176	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5060	*inCl	08 50 36.70	+11 47 06.8	 	 	 	 	 	16.277	15.442	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5062	*inCl	08 50 36.92	+11 45 16.8	 	 	 	 	 	21.542	20.163	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5063	*inCl	08 50 36.76	+11 48 04.9	 	 	 	 	 	20.812	19.198	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5072	*inCl	08 50 36.87	+11 51 52.2	 	 	 	 	 	20.43	19.475	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5075	*inCl	08 50 37.17	+11 50 55.1	 	 	 	 	 	15.851	15.234	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5076	*inCl	08 50 37.14	+11 51 33.6	 	 	 	 	 	18.495	17.243	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5077	*inCl	08 50 37.12	+11 51 31.6	 	 	 	 	 	18.458	17.241	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5079	*inCl	08 50 37.79	+11 45 34.1	 	 	 	 	 	17.761	16.669	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5080	*inCl	08 50 37.49	+11 49 51.6	 	 	 	 	 	21.788	20.683	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5081	*inCl	08 50 37.94	+11 43 47.1	 	 	 	 	 	20.445	19.01	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5082	*inCl	08 50 38.00	+11 44 23.6	 	 	 	 	 	17.322	16.33	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5085	*inCl	08 50 38.14	+11 45 20.6	 	 	 	 	 	18.517	17.26	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5090	*inCl	08 50 38.53	+11 46 35.5	 	 	 	 	 	16.247	15.415	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5092	*inCl	08 50 38.68	+11 46 52.7	 	 	 	 	 	20.93	19.407	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5093	*inCl	08 50 38.85	+11 46 54.9	 	 	 	 	 	16.329	15.427	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5103	*inCl	08 50 39.72	+11 45 49.6	 	 	 	 	 	20.708	19.095	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5109	*inCl	08 50 39.73	+11 49 17.7	 	 	 	 	 	20.051	19.018	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5110	*inCl	08 50 40.28	+11 42 23.5	 	 	 	 	 	21.62	20.004	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5120	*inCl	08 50 40.39	+11 53 26.7	 	 	 	 	 	21.064	19.608	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5121	*inCl	08 50 41.06	+11 45 32.0	 	 	 	 	 	20.627	19.147	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5122	*inCl	08 50 40.61	+11 53 58.7	 	 	 	 	 	18.494	17.311	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5125	*inCl	08 50 41.14	+11 52 53.4	 	 	 	 	 	20.799	19.689	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5130	*inCl	08 50 41.42	+11 52 30.2	 	 	 	 	 	19.107	17.815	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5131	*inCl	08 50 41.43	+11 53 48.2	 	 	 	 	 	18.846	17.84	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5133	*inCl	08 50 41.51	+11 54 04.4	 	 	 	 	 	20.225	18.716	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5137	*inCl	08 50 42.19	+11 51 55.7	 	 	 	 	 	20.746	20.497	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5138	*inCl	08 50 42.31	+11 53 42.9	 	 	 	 	 	18.688	17.868	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5140	*inCl	08 50 42.50	+11 52 26.7	 	 	 	 	 	17.933	16.843	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5144	*inCl	08 50 43.60	+11 41 46.7	 	 	 	 	 	17.801	16.984	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5153	*inCl	08 50 44.21	+11 43 22.1	 	 	 	 	 	17.68	16.752	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5154	*inCl	08 50 43.74	+11 50 29.9	 	 	 	 	 	20.602	19.229	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5166	*inCl	08 50 45.88	+11 40 56.0	 	 	 	 	 	20.175	18.536	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5167	*inCl	08 50 45.92	+11 40 58.4	 	 	 	 	 	20.068	18.508	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5171	*inCl	08 50 45.42	+11 55 19.3	 	 	 	 	 	19.121	17.863	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5172	*inCl	08 50 45.53	+11 55 35.2	 	 	 	 	 	16.758	15.851	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5177	*inCl	08 50 45.79	+11 54 41.3	 	 	 	 	 	17.959	16.78	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5180	*inCl	08 50 47.02	+11 43 28.4	 	 	 	 	 	16.993	16.361	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5182	*inCl	08 50 46.29	+11 54 30.6	 	 	 	 	 	14.29	13.668	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5185	*inCl	08 50 47.02	+11 51 03.8	 	 	 	 	 	19.036	18.424	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5186	*inCl	08 50 46.82	+11 53 52.2	 	 	 	 	 	16.155	15.353	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5188	*inCl	08 50 46.86	+11 54 36.3	 	 	 	 	 	20.973	19.625	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5190	*inCl	08 50 47.79	+11 42 32.3	 	 	 	 	 	20.089	18.681	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5192	*inCl	08 50 47.62	+11 45 09.3	 	 	 	 	 	17.735	16.598	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5193	*inCl	08 50 47.10	+11 52 32.6	 	 	 	 	 	17.006	16.148	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5194	*inCl	08 50 48.05	+11 40 21.3	 	 	 	 	 	17.136	16.183	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5195	*inCl	08 50 48.08	+11 40 23.6	 	 	 	 	 	17.134	16.171	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5197	*inCl	08 50 47.54	+11 49 21.4	 	 	 	 	 	21.131	19.662	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5201	*inCl	08 50 47.86	+11 54 18.0	 	 	 	 	 	20.685	20.194	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5202	*inCl	08 50 48.63	+11 45 03.8	 	 	 	 	 	20.197	18.7	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5203	*inCl	08 50 48.07	+11 54 47.2	 	 	 	 	 	14.742	14.14	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5205	*inCl	08 50 49.46	+11 40 35.5	 	 	 	 	 	21.097	19.646	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5206	*inCl	08 50 49.38	+11 42 23.4	 	 	 	 	 	20.155	18.825	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5208	*inCl	08 50 49.58	+11 39 43.2	 	 	 	 	 	19.112	18.725	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5209	*inCl	08 50 48.74	+11 51 36.4	 	 	 	 	 	21.407	19.908	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5210	*inCl	08 50 49.44	+11 42 24.7	 	 	 	 	 	18.913	17.69	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5211	*inCl	08 50 49.50	+11 42 26.2	 	 	 	 	 	20.14	19.183	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5212	*inCl	08 50 49.24	+11 46 14.0	 	 	 	 	 	18.889	18.187	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5216	*inCl	08 50 49.64	+11 43 58.9	 	 	 	 	 	17.555	16.488	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5221	*inCl	08 50 49.25	+11 53 39.4	 	 	 	 	 	21.236	19.827	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5223	*inCl	08 50 49.58	+11 51 16.9	 	 	 	 	 	17.647	16.436	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5227	*inCl	08 50 50.49	+11 41 14.9	 	 	 	 	 	17.966	17.244	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5229	*inCl	08 50 49.72	+11 54 24.0	 	 	 	 	 	14.633	14.055	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5230	*inCl	08 50 49.84	+11 53 39.2	 	 	 	 	 	19.277	18.143	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5231	*inCl	08 50 51.12	+11 47 31.8	 	 	 	 	 	20.029	18.562	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5233	*inCl	08 50 50.67	+11 55 31.2	 	 	 	 	 	17.194	16.196	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5234	*inCl	08 50 51.24	+11 50 09.7	 	 	 	 	 	19.852	18.409	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5235	*inCl	08 50 51.18	+11 51 56.9	 	 	 	 	 	19.76	18.33	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5236	*inCl	08 50 52.08	+11 39 40.5	 	 	 	 	 	18.694	18.165	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5237	*inCl	08 50 51.95	+11 42 12.3	 	 	 	 	 	19.711	19.132	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5240	*inCl	08 50 51.76	+11 49 26.6	 	 	 	 	 	19.827	18.315	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5244	*inCl	08 50 51.63	+11 55 04.2	 	 	 	 	 	18.804	17.503	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5245	*inCl	08 50 52.14	+11 48 44.5	 	 	 	 	 	20.409	19.378	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5246	*inCl	08 50 52.22	+11 48 39.5	 	 	 	 	 	16.403	15.599	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5247	*inCl	08 50 52.20	+11 50 24.1	 	 	 	 	 	20.134	18.564	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5250	*inCl	08 50 52.85	+11 43 45.9	 	 	 	 	 	18.669	17.558	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5251	*inCl	08 50 52.91	+11 43 12.7	 	 	 	 	 	17.82	16.929	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5252	*inCl	08 50 53.02	+11 41 35.7	 	 	 	 	 	20.806	19.34	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5255	*inCl	08 50 52.98	+11 44 01.3	 	 	 	 	 	19.494	18.095	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5265	*inCl	08 50 53.13	+11 49 46.7	 	 	 	 	 	16.226	15.415	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5266	*inCl	08 50 53.24	+11 49 39.3	 	 	 	 	 	19.818	18.696	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5268	*inCl	08 50 52.96	+11 54 10.6	 	 	 	 	 	16.851	16.137	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5269	*inCl	08 50 53.34	+11 48 57.4	 	 	 	 	 	15.948	15.186	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5270	*inCl	08 50 53.06	+11 54 11.6	 	 	 	 	 	17.986	17.203	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5271	*inCl	08 50 54.07	+11 41 28.5	 	 	 	 	 	15.991	15.361	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5274	*inCl	08 50 54.06	+11 51 57.4	 	 	 	 	 	21.219	19.676	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5275	*inCl	08 50 54.74	+11 44 13.2	 	 	 	 	 	18.649	17.372	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5276	*inCl	08 50 53.88	+11 56 46.4	 	 	 	 	 	15.622	14.551	 	 	 	 	 	 	 	 	1
